postal,status_id,status_name,count_status
M8X,31,"Pending Cancellation",2
M8X,37,"Ready For Issuance",1
M8X,47,"Under Review",1
M8Y,21,Inspection,249
M8Y,32,"Permit Issued",40
M8Y,44,"Revision Issued",11
M8Y,27,"Notice Sent",5
M8Y,23,"Issuance Pending",4
M8Y,49,"Work Not Started",3
M8Y,10,Closed,3
M8Y,47,"Under Review",2
M8Y,45,"Revocation Pending",2
M8Z,21,Inspection,20
M8Z,32,"Permit Issued",2
M8Z,44,"Revision Issued",2
M9A,21,Inspection,107
M9A,32,"Permit Issued",33
M9A,44,"Revision Issued",7
M9A,27,"Notice Sent",5
M9A,14,"Examiner'S Notice Sent",5
M9A,45,"Revocation Pending",4
M9A,47,"Under Review",4
M9A,26,"Not Started",4
M9A,10,Closed,3
M9A,42,"Response Received",2
M9A,49,"Work Not Started",2
M9A,23,"Issuance Pending",2
M9A,37,"Ready For Issuance",2
M9A,31,"Pending Cancellation",1
M9A,7,"Application Received",1
M9A,6,"Application On Hold",1
M9A,4,"Applicable Law Pending",1
M9B,21,Inspection,259
M9B,32,"Permit Issued",77
M9B,14,"Examiner'S Notice Sent",13
M9B,47,"Under Review",8
M9B,23,"Issuance Pending",8
M9B,44,"Revision Issued",8
M9B,27,"Notice Sent",7
M9B,45,"Revocation Pending",6
M9B,26,"Not Started",5
M9B,42,"Response Received",5
M9B,10,Closed,3
M9B,6,"Application On Hold",2
M9B,38,"Refusal Notice",1
M9B,29,"Order Complied",1
